path,entry_type,symlink_target,direct_files,recursive_files,category,role,scope,role_source,explanation
gem5/src/arch/x86/isa/insts/simd128/floating_point/__pycache__,directory,,1,1,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/floating_point/arithmetic,directory,,11,22,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/floating_point/arithmetic/__pycache__,directory,,11,11,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/floating_point/compare,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/floating_point/compare/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/floating_point/data_conversion,directory,,6,12,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/floating_point/data_conversion/__pycache__,directory,,6,6,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/floating_point/data_reordering,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/floating_point/data_reordering/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/floating_point/data_transfer,directory,,5,10,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/floating_point/data_transfer/__pycache__,directory,,5,5,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/floating_point/logical,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/floating_point/logical/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer,directory,,1,74,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/__pycache__,directory,,1,1,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/arithmetic,directory,,8,16,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/arithmetic/__pycache__,directory,,8,8,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/compare,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/compare/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/data_conversion,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/data_conversion/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/data_reordering,directory,,5,10,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/data_reordering/__pycache__,directory,,5,5,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/data_transfer,directory,,5,10,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/data_transfer/__pycache__,directory,,5,5,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/logical,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/logical/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/save_and_restore_state,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/save_and_restore_state/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd128/integer/shift,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd128/integer/shift/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64,directory,,1,88,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/__pycache__,directory,,1,1,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/floating_point,directory,,2,24,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/floating_point/__pycache__,directory,,2,2,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/floating_point/arithmetic,directory,,7,14,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/floating_point/arithmetic/__pycache__,directory,,7,7,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/floating_point/compare,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/floating_point/compare/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer,directory,,4,62,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer/arithmetic,directory,,7,14,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/arithmetic/__pycache__,directory,,7,7,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer/compare,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/compare/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer/data_reordering,directory,,5,10,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/data_reordering/__pycache__,directory,,5,5,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer/data_transfer,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/data_transfer/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer/logical,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/logical/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/simd64/integer/shift,directory,,4,8,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/simd64/integer/shift/__pycache__,directory,,4,4,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/system,directory,,7,14,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/system/__pycache__,directory,,7,7,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87,directory,,2,80,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/__pycache__,directory,,2,2,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/arithmetic,directory,,9,18,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/arithmetic/__pycache__,directory,,9,9,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/compare_and_test,directory,,6,12,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/compare_and_test/__pycache__,directory,,6,6,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/control,directory,,7,14,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/control/__pycache__,directory,,7,7,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/data_transfer_and_conversion,directory,,7,14,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/data_transfer_and_conversion/__pycache__,directory,,7,7,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/load_constants,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/load_constants/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/stack_management,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/stack_management/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/insts/x87/transcendental_functions,directory,,3,6,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/isa/insts/x87/transcendental_functions/__pycache__,directory,,3,3,generated-cache,Python自动生成的bytecode缓存,本地产物，不维护源码、不提交,__pycache__,directory-type-rule
gem5/src/arch/x86/isa/microops,directory,,10,10,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/kvm,directory,,5,5,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/linux,directory,,10,10,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/arch/x86/regs,directory,,11,11,main-source-tree,ISA指令、译码、寄存器及架构语义,当前Host选择X86，其他ISA源码不自动启用,gem5/src/arch,inherited-from-ancestor
gem5/src/base,directory,,126,199,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,manual
gem5/src/base/cache,directory,,2,2,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/base/filters,directory,,16,16,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/base/gtest,directory,,6,6,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/base/loader,directory,,18,18,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/base/stats,directory,,20,20,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/base/stl_helpers,directory,,5,5,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/base/vnc,directory,,6,6,main-source-tree,基础类型、日志、统计、时间和公共工具,框架公共层,gem5/src/base,inherited-from-ancestor
gem5/src/cpu,directory,,61,363,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,manual
gem5/src/cpu/checker,directory,,6,6,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/kvm,directory,,15,15,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/minor,directory,,32,32,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/o3,directory,,59,66,main-source-tree,乱序CPU模型,当前验收未选择,gem5/src/cpu/o3,manual
gem5/src/cpu/o3/probe,directory,,7,7,main-source-tree,乱序CPU模型,当前验收未选择,gem5/src/cpu/o3,inherited-from-ancestor
gem5/src/cpu/pred,directory,,54,54,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/probes,directory,,10,10,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/simple,directory,,17,24,main-source-tree,简单CPU取指、执行、timing访存等待,当前Host执行模型,gem5/src/cpu/simple,manual
gem5/src/cpu/simple/probes,directory,,7,7,main-source-tree,简单CPU取指、执行、timing访存等待,当前Host执行模型,gem5/src/cpu/simple,inherited-from-ancestor
gem5/src/cpu/testers,directory,,0,91,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/directedtest,directory,,10,10,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/garnet_synthetic_traffic,directory,,4,4,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/gpu_ruby_test,directory,,23,23,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/memtest,directory,,4,4,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/rubytest,directory,,8,8,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/spatter_gen,directory,,5,5,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/testers/traffic_gen,directory,,37,37,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/cpu/trace,directory,,4,4,main-source-tree,CPU公共设施与多个CPU模型,当前主要用TimingSimpleCPU,gem5/src/cpu,inherited-from-ancestor
gem5/src/dev,directory,,26,426,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,manual
gem5/src/dev/amdgpu,directory,,33,33,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/arm,directory,,105,116,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/arm/css,directory,,11,11,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/coralnpu,directory,,4,4,main-source-tree,从gem5_new刷新的NPU设备构建副本,真源在gem5_new/gem5int/src/dev/coralnpu,gem5/src/dev/coralnpu,manual
gem5/src/dev/hsa,directory,,13,13,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/i2c,directory,,5,5,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/lupio,directory,,25,25,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/mips,directory,,10,10,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/net,directory,,38,38,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/pci,directory,,20,20,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/ps2,directory,,12,12,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/qemu,directory,,4,4,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/riscv,directory,,24,24,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/serial,directory,,14,14,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/sparc,directory,,10,10,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/storage,directory,,14,14,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/virtio,directory,,19,19,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/dev/vortex,directory,,4,4,main-source-tree,从gem5_new刷新的GPU设备构建副本,真源在gem5_new/gem5int/src/dev/vortex,gem5/src/dev/vortex,manual
gem5/src/dev/x86,directory,,35,35,main-source-tree,通用设备、PIO、DMA和平台设备,含构建刷新的CoralNPU/Vortex副本,gem5/src/dev,inherited-from-ancestor
gem5/src/doc,directory,,1,1,main-source-tree,源码级文档材料,文档,gem5/src/doc,manual
gem5/src/doxygen,directory,,3,12,main-source-tree,API文档生成材料,文档,gem5/src/doxygen,manual
gem5/src/doxygen/images,directory,,9,9,main-source-tree,API文档生成材料,文档,gem5/src/doxygen,inherited-from-ancestor
gem5/src/gpu-compute,directory,,73,73,main-source-tree,gem5上游GPU模型,当前GPU选择外部Vortex SimX，不自动使用此模型,gem5/src/gpu-compute,manual
gem5/src/kern,directory,,5,18,main-source-tree,各OS/内核相关支持,上游能力，当前主要SE,gem5/src/kern,manual
gem5/src/kern/freebsd,directory,,3,3,main-source-tree,各OS/内核相关支持,上游能力，当前主要SE,gem5/src/kern,inherited-from-ancestor
gem5/src/kern/linux,directory,,9,9,main-source-tree,各OS/内核相关支持,上游能力，当前主要SE,gem5/src/kern,inherited-from-ancestor
gem5/src/kern/solaris,directory,,1,1,main-source-tree,各OS/内核相关支持,上游能力，当前主要SE,gem5/src/kern,inherited-from-ancestor
gem5/src/learning_gem5,directory,,0,21,main-source-tree,教学对象示例,教学,gem5/src/learning_gem5,manual
gem5/src/learning_gem5/part2,directory,,15,15,main-source-tree,教学对象示例,教学,gem5/src/learning_gem5,inherited-from-ancestor
gem5/src/learning_gem5/part3,directory,,6,6,main-source-tree,教学对象示例,教学,gem5/src/learning_gem5,inherited-from-ancestor
gem5/src/mem,directory,,133,686,main-source-tree,Request、Packet、port、XBar、内存与控制器,路由本地主存/PIO/目标窗口,gem5/src/mem,manual
gem5/src/mem/cache,directory,,21,161,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,manual
gem5/src/mem/cache/compressors,directory,,26,30,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/cache/compressors/encoders,directory,,4,4,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/cache/prefetch,directory,,38,38,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/cache/replacement_policies,directory,,33,33,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/cache/tags,directory,,20,39,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/cache/tags/indexing_policies,directory,,7,7,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/cache/tags/partitioning_policies,directory,,12,12,main-source-tree,cache、tags、替换和预取等,Host cache层；共享target测试使用uncacheable窗口,gem5/src/mem/cache,inherited-from-ancestor
gem5/src/mem/probes,directory,,13,13,main-source-tree,Request、Packet、port、XBar、内存与控制器,路由本地主存/PIO/目标窗口,gem5/src/mem,inherited-from-ancestor
gem5/src/mem/protocol,directory,,7,7,main-source-tree,Request、Packet、port、XBar、内存与控制器,路由本地主存/PIO/目标窗口,gem5/src/mem,inherited-from-ancestor
gem5/src/mem/qos,directory,,21,21,main-source-tree,Request、Packet、port、XBar、内存与控制器,路由本地主存/PIO/目标窗口,gem5/src/mem,inherited-from-ancestor
gem5/src/mem/ruby,directory,,3,279,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,manual
gem5/src/mem/ruby/common,directory,,24,24,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/network,directory,,16,74,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/network/fault_model,directory,,4,4,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/network/garnet,directory,,38,38,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/network/simple,directory,,13,16,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/network/simple/routing,directory,,3,3,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/profiler,directory,,9,9,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/protocol,directory,,65,100,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
gem5/src/mem/ruby/protocol/chi,directory,,15,35,main-source-tree,Ruby缓存一致性模型,当前统一构建RUBY=n，不提供当前跨设备一致性,gem5/src/mem/ruby,inherited-from-ancestor
